,[sec],Mean
0,0.0,500.786
1,1.062,498.88699999999994
2,2.125,498.162
3,3.187,495.05199999999996
4,4.249,496.995
5,5.312,498.171
6,6.374,495.76199999999994
7,7.436,492.969
8,8.499,490.254
9,9.561,492.81800000000004
10,10.623,493.009
11,11.686,490.587
12,12.748,490.722
13,13.81,490.50300000000004
14,14.873,490.159
15,15.935,491.36199999999997
16,16.997,488.095
17,18.06,492.131
18,19.122,488.559
19,20.184,492.205
20,21.246,491.855
21,22.309,489.528
22,23.371,491.60900000000004
23,24.433000000000003,492.04
24,25.496,488.777
25,26.558000000000003,487.775
26,27.62,489.86
27,28.683000000000003,485.43300000000005
28,29.745,532.768
29,30.807,593.5840000000001
30,31.87,637.806
31,32.931999999999995,675.925
32,33.994,713.658
33,35.056999999999995,740.7860000000001
34,36.119,752.637
35,37.181,777.04
36,38.244,781.956
37,39.306,789.8969999999999
38,40.368,795.202
39,41.431000000000004,796.3439999999999
40,42.493,802.404
41,43.555,801.176
42,44.618,794.518
43,45.68,792.7869999999999
44,46.742,788.987
45,47.805,785.684
46,48.867,787.034
47,49.928999999999995,783.941
48,50.992,783.493
49,52.053999999999995,769.465
50,53.11600000000001,767.544
51,54.178999999999995,762.452
52,55.24100000000001,754.465
53,56.303000000000004,753.28
54,57.36600000000001,752.51
55,58.428000000000004,746.061
56,59.49,745.158
57,60.553000000000004,753.061
58,61.615,744.795
59,62.677,751.4019999999999
60,63.739,757.216
61,64.80199999999999,747.732
62,65.86399999999999,738.572
63,66.926,739.1310000000001
64,67.98899999999999,733.096
65,69.051,734.023
66,70.113,737.8
67,71.176,742.1030000000001
68,72.238,741.953
69,73.3,741.688
70,74.363,743.409
71,75.425,736.51
72,76.487,737.34
73,77.55,733.318
74,78.612,730.4860000000001
75,79.67399999999999,724.34
76,80.737,730.587
77,81.79899999999999,727.709
78,82.861,722.444
79,83.92399999999999,721.135
80,84.986,721.803
81,86.04799999999999,717.465
82,87.111,720.002
83,88.17299999999999,711.3639999999999
84,89.235,711.929
85,90.29799999999999,711.418
86,91.36,707.8760000000001
87,92.42200000000001,704.918
88,93.485,708.413
89,94.54700000000001,707.7719999999999
90,95.609,708.328
91,96.67200000000001,708.3739999999999
92,97.734,710.1189999999999
93,98.796,704.461
94,99.859,707.7330000000001
95,100.921,709.17
96,101.98299999999999,711.337
97,103.046,705.6089999999999
98,104.10799999999999,707.06
99,105.17,705.2610000000001
100,106.23200000000001,704.873
101,107.295,701.012
102,108.35700000000001,700.2180000000001
103,109.419,691.2810000000001
104,110.48200000000001,685.445
105,111.544,681.927
106,112.60600000000001,678.5110000000001
107,113.669,681.2610000000001
108,114.73100000000001,680.814
109,115.79299999999999,684.668
110,116.85600000000001,683.707
111,117.91799999999999,690.0930000000001
112,118.98,687.73
113,120.04299999999999,685.815
114,121.105,680.028
115,122.167,670.658
116,123.23,674.186
117,124.292,674.65
118,125.354,671.033
119,126.417,675.5010000000001
120,127.479,673.0269999999999
121,128.541,675.18
122,129.60399999999998,676.9580000000001
123,130.666,678.945
124,131.72799999999998,680.28
125,132.791,678.477
126,133.85299999999998,679.242
127,134.915,677.952
128,135.97799999999998,669.085
129,137.04,675.305
130,138.102,664.926
131,139.165,667.852
132,140.227,659.102
133,141.289,659.5189999999999
134,142.352,665.706
135,143.414,662.368
136,144.476,662.419
137,145.539,658.659
138,146.601,663.957
139,147.66299999999998,663.179
140,148.725,662.543
