,sec,Mean
0,1.0,36.587990000000005
1,2.0,36.026920000000004
2,3.0,35.64182
3,4.0,34.76191
4,5.0,34.36439
5,6.0,34.38302
6,7.0,33.75155
7,8.0,33.6853
8,9.0,33.24224
9,10.0,33.24017
10,11.0,33.0766
11,12.0,32.63561
12,13.0,32.88613
13,14.0,32.80952
14,15.0,32.78675
15,16.0,32.803309999999996
16,17.0,33.30642
17,18.0,33.6501
18,19.0,34.00207
19,20.0,34.27329
20,21.0,34.1325
21,22.0,33.54037
22,23.0,33.88406
23,24.0,34.02277
24,25.0,33.71222
25,26.0,33.50932
26,27.0,33.434779999999996
27,28.0,33.56315
28,29.0,33.86956
29,30.0,33.670809999999996
30,31.0,34.01449
31,32.0,33.85921
32,33.0,33.67909
33,34.0,33.49689
34,35.0,33.48447
35,36.0,33.02277
36,37.0,32.87578
37,38.0,32.76812
38,39.0,32.64803
39,40.0,32.645959999999995
40,41.0,32.747409999999995
41,42.0,32.612829999999995
42,43.0,32.46998
43,44.0,32.50103
44,45.0,31.93996
45,46.0,32.10973
46,47.0,32.12215
47,48.0,32.31263
48,49.0,32.38923
49,50.0,32.45341
50,51.0,32.2588
51,52.0,32.3913
52,53.0,32.34576
53,54.0,32.511390000000006
54,55.0,32.43271
55,56.0,32.873709999999996
56,57.0,32.511390000000006
57,58.0,32.892340000000004
58,59.0,32.354040000000005
59,60.0,32.49897
60,61.0,32.06418
61,62.0,32.1118
62,63.0,32.47619
63,64.0,32.536229999999996
64,65.0,32.697720000000004
65,66.0,32.4472
66,67.0,32.873709999999996
67,68.0,32.697720000000004
68,69.0,32.55693
69,70.0,32.78261
70,71.0,32.873709999999996
