,sec,Mean
0,0.12987012987012986,397.289
1,0.2597402597402597,392.41900000000004
2,0.38961038961038963,402.14599999999996
3,0.5194805194805194,395.663
4,0.6493506493506493,409.01
5,0.7792207792207793,410.905
6,0.9090909090909091,391.74199999999996
7,1.0389610389610389,394.936
8,1.1688311688311688,390.385
9,1.2987012987012987,408.811
10,1.4285714285714286,397.36199999999997
11,1.5584415584415585,400.659
12,1.6883116883116882,382.591
13,1.8181818181818181,414.908
14,1.948051948051948,393.474
15,2.0779220779220777,412.81800000000004
16,2.207792207792208,395.591
17,2.3376623376623376,408.962
18,2.4675324675324677,403.32099999999997
19,2.5974025974025974,390.402
20,2.727272727272727,400.06
21,2.857142857142857,405.591
22,2.987012987012987,409.92199999999997
23,3.116883116883117,411.939
24,3.2467532467532467,387.12199999999996
25,3.3766233766233764,395.765
26,3.5064935064935066,391.181
27,3.6363636363636362,383.394
28,3.766233766233766,403.67400000000004
29,3.896103896103896,392.606
30,4.025974025974026,401.444
31,4.1558441558441555,418.414
32,4.285714285714286,382.55400000000003
33,4.415584415584416,423.676
34,4.545454545454545,403.124
35,4.675324675324675,393.285
36,4.805194805194805,405.824
37,4.935064935064935,408.83099999999996
38,5.064935064935065,403.125
39,5.194805194805195,435.347
40,5.324675324675325,403.108
41,5.454545454545454,401.695
42,5.584415584415584,406.07
43,5.714285714285714,408.586
44,5.844155844155844,390.36400000000003
45,5.974025974025974,401.37300000000005
46,6.103896103896104,397.153
47,6.233766233766234,416.07800000000003
48,6.363636363636363,407.376
49,6.4935064935064934,416.709
50,6.623376623376624,409.671
51,6.753246753246753,401.856
52,6.883116883116883,414.892
53,7.012987012987013,409.546
54,7.142857142857142,391.648
55,7.2727272727272725,397.523
56,7.402597402597403,375.034
57,7.532467532467532,426.158
58,7.662337662337662,381.035
59,7.792207792207792,396.506
60,7.922077922077922,413.75300000000004
61,8.051948051948052,404.31199999999995
62,8.181818181818182,397.651
63,8.311688311688311,398.251
64,8.441558441558442,404.985
65,8.571428571428571,406.26300000000003
66,8.7012987012987,427.211
67,8.831168831168831,418.832
68,8.96103896103896,412.885
69,9.09090909090909,390.344
70,9.220779220779221,420.293
71,9.35064935064935,381.05699999999996
72,9.48051948051948,419.208
73,9.61038961038961,423.14300000000003
74,9.74025974025974,382.28
75,9.87012987012987,400.93199999999996
76,10.0,380.77
77,10.12987012987013,399.111
78,10.25974025974026,395.81
79,10.38961038961039,421.911
80,10.519480519480519,396.29900000000004
81,10.64935064935065,405.35900000000004
82,10.779220779220779,386.02099999999996
83,10.909090909090908,392.44699999999995
84,11.03896103896104,389.043
85,11.168831168831169,414.2
86,11.298701298701298,396.31699999999995
87,11.428571428571429,391.713
88,11.558441558441558,408.89300000000003
89,11.688311688311687,401.764
90,11.818181818181818,395.194
91,11.948051948051948,391.483
92,12.077922077922077,383.149
93,12.207792207792208,421.24199999999996
94,12.337662337662337,374.436
95,12.467532467532468,402.309
96,12.597402597402597,391.99300000000005
97,12.727272727272727,392.24300000000005
98,12.857142857142858,403.296
99,12.987012987012987,396.211
100,13.116883116883116,392.99300000000005
101,13.246753246753247,412.94300000000004
102,13.376623376623376,388.108
103,13.506493506493506,387.718
104,13.636363636363637,405.45
105,13.766233766233766,384.005
106,13.896103896103895,403.84
107,14.025974025974026,396.333
108,14.155844155844155,377.538
109,14.285714285714285,401.79
110,14.415584415584416,402.781
111,14.545454545454545,376.42400000000004
112,14.675324675324674,401.022
113,14.805194805194805,402.874
114,14.935064935064934,388.454
115,15.064935064935064,393.034
116,15.194805194805195,399.805
117,15.324675324675324,386.60400000000004
118,15.454545454545455,405.714
119,15.584415584415584,429.589
120,15.714285714285714,401.12199999999996
121,15.844155844155845,397.707
122,15.974025974025974,408.00699999999995
123,16.103896103896105,401.835
124,16.233766233766232,393.12300000000005
125,16.363636363636363,424.333
126,16.493506493506494,408.415
127,16.623376623376622,400.44599999999997
128,16.753246753246753,399.60699999999997
129,16.883116883116884,402.171
130,17.01298701298701,415.064
131,17.142857142857142,415.14
132,17.272727272727273,390.704
133,17.4025974025974,381.36199999999997
134,17.532467532467532,381.20300000000003
135,17.662337662337663,456.845
136,17.79220779220779,406.657
137,17.92207792207792,396.259
138,18.051948051948052,416.093
139,18.18181818181818,409.69300000000004
140,18.31168831168831,411.98800000000006
141,18.441558441558442,402.542
142,18.57142857142857,416.02099999999996
143,18.7012987012987,403.34
144,18.83116883116883,419.273
145,18.96103896103896,402.121
146,19.09090909090909,412.11
147,19.22077922077922,409.351
148,19.35064935064935,388.339
149,19.48051948051948,408.48400000000004
150,19.61038961038961,411.204
151,19.74025974025974,419.23800000000006
152,19.87012987012987,412.92400000000004
153,20.0,385.298
154,20.12987012987013,412.36
155,20.25974025974026,401.784
156,20.38961038961039,410.64099999999996
157,20.51948051948052,399.455
158,20.649350649350648,399.494
159,20.77922077922078,399.598
160,20.90909090909091,392.67900000000003
161,21.038961038961038,407.345
162,21.16883116883117,391.051
163,21.2987012987013,416.459
164,21.428571428571427,399.651
165,21.558441558441558,410.45599999999996
166,21.68831168831169,392.58099999999996
167,21.818181818181817,394.41
168,21.948051948051948,396.42699999999996
169,22.07792207792208,384.972
170,22.207792207792206,375.846
171,22.337662337662337,382.655
172,22.467532467532468,407.784
173,22.597402597402596,399.352
174,22.727272727272727,380.04
175,22.857142857142858,395.855
176,22.987012987012985,402.809
177,23.116883116883116,388.827
178,23.246753246753247,385.955
179,23.376623376623375,405.885
180,23.506493506493506,384.25199999999995
181,23.636363636363637,415.176
182,23.766233766233764,391.78
