,sec,Mean
0,0.12987012987012986,5.663475
1,0.2597402597402597,5.622435
2,0.38961038961038963,5.70041
3,0.5194805194805194,5.582079
4,0.6493506493506493,5.610807
5,0.7792207792207793,5.582079
6,0.9090909090909091,5.596443
7,1.0389610389610389,5.599863
8,1.1688311688311688,5.701095
9,1.2987012987012987,5.635431
10,1.4285714285714286,5.619015
11,1.5584415584415585,5.737346
12,1.6883116883116882,5.579343
13,1.8181818181818181,5.621067
14,1.948051948051948,5.586183999999999
15,2.0779220779220777,5.599179
16,2.207792207792208,5.590287
17,2.3376623376623376,5.609439
18,2.4675324675324677,5.650479
19,2.5974025974025974,5.597811
20,2.727272727272727,5.549932
21,2.857142857142857,5.56498
22,2.987012987012987,5.546512
23,3.116883116883117,5.654583000000001
24,3.2467532467532467,5.642271
25,3.3766233766233764,5.5834470000000005
26,3.5064935064935066,5.511628
27,3.6363636363636362,5.75171
28,3.766233766233766,5.67305
29,3.896103896103896,5.589603
30,4.025974025974026,5.582079
31,4.1558441558441555,5.677155
32,4.285714285714286,5.628591
33,4.415584415584416,5.5588239999999995
34,4.545454545454545,5.589603
35,4.675324675324675,5.633379
36,4.805194805194805,5.699726999999999
37,4.935064935064935,5.645691
38,5.064935064935065,5.608071
39,5.194805194805195,5.543776
40,5.324675324675325,5.6990419999999995
41,5.454545454545454,5.614227
42,5.584415584415584,5.605335
43,5.714285714285714,5.727086
44,5.844155844155844,5.579343
45,5.974025974025974,5.664159
46,6.103896103896104,5.677839
47,6.233766233766234,5.646375
48,6.363636363636363,5.777702
49,6.4935064935064934,5.650479
50,6.623376623376624,5.661423
51,6.753246753246753,5.636115
52,6.883116883116883,5.6067029999999995
53,7.012987012987013,5.525992
54,7.142857142857142,5.551983
55,7.2727272727272725,5.694939
56,7.402597402597403,5.575239
57,7.532467532467532,5.697674
58,7.662337662337662,5.614227
59,7.792207792207792,5.630643
60,7.922077922077922,5.558139
61,8.051948051948052,5.629275
62,8.181818181818182,5.676471
63,8.311688311688311,5.664159
64,8.441558441558442,5.562243
65,8.571428571428571,5.596443
66,8.7012987012987,5.562243
67,8.831168831168831,5.688098
68,8.96103896103896,5.747605999999999
69,9.09090909090909,5.657319
70,9.220779220779221,5.7202459999999995
71,9.35064935064935,5.673735
72,9.48051948051948,5.612858999999999
73,9.61038961038961,5.645691
74,9.74025974025974,5.636115
75,9.87012987012987,5.705198
76,10.0,5.612858999999999
77,10.12987012987013,5.608755
78,10.25974025974026,5.555404
79,10.38961038961039,5.596443
80,10.519480519480519,5.597811
81,10.64935064935065,5.591655
82,10.779220779220779,5.750342
83,10.909090909090908,5.560875
84,11.03896103896104,5.681941999999999
85,11.168831168831169,5.657319
86,11.298701298701298,5.740082
87,11.428571428571429,5.601230999999999
88,11.558441558441558,5.668262
89,11.688311688311687,5.623119
90,11.818181818181818,5.682627
91,11.948051948051948,5.619699
92,12.077922077922077,5.640219
93,12.207792207792208,5.586867
94,12.337662337662337,5.716142
95,12.467532467532468,5.714090000000001
